WHO Region Code,WHO Region,Country Code,Country,Year,Sex,Alcohol total per capita (15+) consumption in liters (numeric),Alcohol total per capita (15+) consumption in liters (low estimation),Alcohol total per capita (15+) consumption in liters (high estimation),Alcohol total per capita (15+) consumption in liters (string)
EUR,Europe,SVK,Slovakia,2013,Male,17.45,14.86,20.48,17.45 [14.86 – 20.48]
EUR,Europe,CHE,Switzerland,2013,Male,17.62,15.29,20.19,17.62 [15.29 – 20.19]
EUR,Europe,FIN,Finland,2013,Male,17.97,15.62,20.53,17.97 [15.62 – 20.53]
EUR,Europe,PRT,Portugal,2013,Male,18.04,15.47,21.46,18.04 [15.47 – 21.46]
EUR,Europe,POL,Poland,2013,Male,18.26,15.66,21.43,18.26 [15.66 – 21.43]
EUR,Europe,SVN,Slovenia,2013,Male,18.37,15.7,21.14,18.37 [15.7 – 21.14]
WPR,Western Pacific,COK,Cook Islands,2013,Male,18.39,14.86,22.14,18.39 [14.86 – 22.14]
EUR,Europe,BEL,Belgium,2013,Male,18.42,16.06,21.11,18.42 [16.06 – 21.11]
EUR,Europe,HUN,Hungary,2013,Male,18.46,15.87,21.79,18.46 [15.87 – 21.79]
EUR,Europe,BGR,Bulgaria,2013,Male,18.51,16.12,21.42,18.51 [16.12 – 21.42]
EUR,Europe,IRL,Ireland,2013,Male,18.64,16.28,21.29,18.64 [16.28 – 21.29]
EUR,Europe,LUX,Luxembourg,2013,Male,18.94,16.26,21.71,18.94 [16.26 – 21.71]
EUR,Europe,ROU,Romania,2013,Male,19.19,16.46,22.72,19.19 [16.46 – 22.72]
EUR,Europe,AUT,Austria,2013,Male,19.3,16.95,22.44,19.3 [16.95 – 22.44]
EUR,Europe,FRA,France,2013,Male,19.53,16.94,22.86,19.53 [16.94 – 22.86]
EUR,Europe,DEU,Germany,2013,Male,19.95,17.32,23.07,19.95 [17.32 – 23.07]
AMR,Americas,NIC,Nicaragua,2013,Female,2.0,1.59,2.47,2 [1.59 – 2.47]
AMR,Americas,ECU,Ecuador,2013,Female,2.01,1.64,2.47,2.01 [1.64 – 2.47]
AMR,Americas,MEX,Mexico,2013,Female,2.06,1.66,2.65,2.06 [1.66 – 2.65]
EUR,Europe,TUR,Turkey,2013,Both sexes,2.07,1.45,2.78,2.07 [1.45 – 2.78]
AFR,Africa,MLI,Mali,2013,Male,2.09,1.22,3.14,2.09 [1.22 – 3.14]
AMR,Americas,BHS,Bahamas,2013,Female,2.09,1.3,3.01,2.09 [1.3 – 3.01]
EUR,Europe,KAZ,Kazakhstan,2013,Female,2.09,1.68,2.65,2.09 [1.68 – 2.65]
WPR,Western Pacific,VUT,Vanuatu,2013,Both sexes,2.1,1.3,3.0,2.1 [1.3 – 3]
EMR,Eastern Mediterranean,BHR,Bahrain,2013,Male,2.11,1.49,2.53,2.11 [1.49 – 2.53]
AMR,Americas,BOL,Bolivia (Plurinational State of),2013,Female,2.12,1.66,2.64,2.12 [1.66 – 2.64]
EUR,Europe,KGZ,Kyrgyzstan,2013,Female,2.13,1.72,2.61,2.13 [1.72 – 2.61]
AFR,Africa,TCD,Chad,2013,Both sexes,2.14,1.24,3.2,2.14 [1.24 – 3.2]
AFR,Africa,CIV,Côte d’Ivoire,2013,Both sexes,2.15,1.49,2.92,2.15 [1.49 – 2.92]
WPR,Western Pacific,SGP,Singapore,2013,Both sexes,2.17,1.63,2.83,2.17 [1.63 – 2.83]
AFR,Africa,TGO,Togo,2013,Both sexes,2.18,1.49,3.03,2.18 [1.49 – 3.03]
EUR,Europe,UZB,Uzbekistan,2013,Both sexes,2.18,1.81,2.68,2.18 [1.81 – 2.68]
AFR,Africa,ERI,Eritrea,2013,Both sexes,2.19,1.36,3.05,2.19 [1.36 – 3.05]
AFR,Africa,LBR,Liberia,2013,Female,2.22,1.71,2.74,2.22 [1.71 – 2.74]
AMR,Americas,COL,Colombia,2013,Female,2.25,1.83,2.73,2.25 [1.83 – 2.73]
WPR,Western Pacific,SLB,Solomon Islands,2013,Male,2.27,1.59,3.16,2.27 [1.59 – 3.16]
AFR,Africa,NGA,Nigeria,2013,Female,2.27,1.83,2.74,2.27 [1.83 – 2.74]
EUR,Europe,ARM,Armenia,2013,Female,2.3,1.92,2.95,2.3 [1.92 – 2.95]
AFR,Africa,COD,Democratic Republic of the Congo,2013,Male,2.32,1.49,3.46,2.32 [1.49 – 3.46]
EUR,Europe,ALB,Albania,2013,Female,2.35,1.63,2.48,2.35 [1.63 – 2.48]
AMR,Americas,CUB,Cuba,2013,Female,2.36,1.91,2.87,2.36 [1.91 – 2.87]
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2013,Female,2.37,1.79,2.96,2.37 [1.79 – 2.96]
AMR,Americas,GUY,Guyana,2013,Female,2.37,2.0,2.82,2.37 [2 – 2.82]
AFR,Africa,ETH,Ethiopia,2013,Male,2.39,1.35,3.53,2.39 [1.35 – 3.53]
WPR,Western Pacific,WSM,Samoa,2013,Both sexes,2.39,1.75,3.13,2.39 [1.75 – 3.13]
AFR,Africa,BWA,Botswana,2013,Female,2.42,2.08,2.91,2.42 [2.08 – 2.91]
WPR,Western Pacific,KHM,Cambodia,2013,Female,2.44,1.85,3.13,2.44 [1.85 – 3.13]
WPR,Western Pacific,TUV,Tuvalu,2013,Both sexes,2.46,1.82,3.18,2.46 [1.82 – 3.18]
SEAR,South-East Asia,MMR,Myanmar,2013,Male,2.46,2.05,3.24,2.46 [2.05 – 3.24]
AFR,Africa,BEN,Benin,2013,Both sexes,2.52,1.76,3.33,2.52 [1.76 – 3.33]
WPR,Western Pacific,VNM,Viet Nam,2013,Female,2.52,1.88,3.19,2.52 [1.88 – 3.19]
WPR,Western Pacific,KIR,Kiribati,2013,Both sexes,2.59,1.16,3.99,2.59 [1.16 – 3.99]
AMR,Americas,DOM,Dominican Republic,2013,Female,2.59,2.11,3.07,2.59 [2.11 – 3.07]
AMR,Americas,VCT,Saint Vincent and the Grenadines,2013,Female,2.6,2.16,3.07,2.6 [2.16 – 3.07]
EMR,Eastern Mediterranean,LBN,Lebanon,2013,Male,2.61,2.0,3.4,2.61 [2 – 3.4]
AMR,Americas,KNA,Saint Kitts and Nevis,2013,Female,2.68,2.0,3.37,2.68 [2 – 3.37]
AFR,Africa,CPV,Cabo Verde,2013,Female,2.71,2.15,3.23,2.71 [2.15 – 3.23]
EUR,Europe,BIH,Bosnia and Herzegovina,2013,Female,2.72,2.14,3.33,2.72 [2.14 – 3.33]
AMR,Americas,HTI,Haiti,2013,Both sexes,2.75,2.21,3.33,2.75 [2.21 – 3.33]
AMR,Americas,SUR,Suriname,2013,Female,2.79,2.27,3.29,2.79 [2.27 – 3.29]
SEAR,South-East Asia,MDV,Maldives,2013,Male,2.85,1.6,4.01,2.85 [1.6 – 4.01]
AFR,Africa,BDI,Burundi,2013,Female,2.85,2.28,3.5,2.85 [2.28 – 3.5]
WPR,Western Pacific,PHL,Philippines,2013,Female,2.86,2.2,3.41,2.86 [2.2 – 3.41]
AMR,Americas,TTO,Trinidad and Tobago,2013,Female,2.91,2.48,3.46,2.91 [2.48 – 3.46]
AMR,Americas,PRY,Paraguay,2013,Female,2.94,2.33,3.54,2.94 [2.33 – 3.54]
AMR,Americas,GTM,Guatemala,2013,Male,2.94,2.58,3.56,2.94 [2.58 – 3.56]
AFR,Africa,MDG,Madagascar,2013,Male,2.95,1.8,4.28,2.95 [1.8 – 4.28]
SEAR,South-East Asia,LKA,Sri Lanka,2013,Both sexes,2.96,2.44,3.65,2.96 [2.44 – 3.65]
AMR,Americas,BLZ,Belize,2013,Female,2.99,2.38,3.64,2.99 [2.38 – 3.64]
EUR,Europe,MNE,Montenegro,2013,Male,20.03,17.25,23.02,20.03 [17.25 – 23.02]
EUR,Europe,CZE,Czechia,2013,Male,21.61,18.72,24.84,21.61 [18.72 – 24.84]
EUR,Europe,BLR,Belarus,2013,Male,21.68,19.7,25.42,21.68 [19.7 – 25.42]
EUR,Europe,UKR,Ukraine,2013,Male,21.74,18.73,26.02,21.74 [18.73 – 26.02]
EUR,Europe,MDA,Republic of Moldova,2013,Male,21.91,18.94,25.91,21.91 [18.94 – 25.91]
EUR,Europe,RUS,Russian Federation,2013,Male,23.75,20.63,28.32,23.75 [20.63 – 28.32]
AFR,Africa,UGA,Uganda,2013,Male,23.97,20.24,28.84,23.97 [20.24 – 28.84]
EUR,Europe,EST,Estonia,2013,Male,24.56,21.21,30.07,24.56 [21.21 – 30.07]
EUR,Europe,LTU,Lithuania,2013,Male,26.16,23.76,30.9,26.16 [23.76 – 30.9]
WPR,Western Pacific,CHN,China,2013,Female,3.03,2.45,3.6,3.03 [2.45 – 3.6]
WPR,Western Pacific,FSM,Micronesia (Federated States of),2013,Both sexes,3.04,2.16,3.9,3.04 [2.16 – 3.9]
EMR,Eastern Mediterranean,TUN,Tunisia,2013,Male,3.04,2.17,4.17,3.04 [2.17 – 4.17]
AMR,Americas,PAN,Panama,2013,Female,3.04,2.49,3.6,3.04 [2.49 – 3.6]
AFR,Africa,SWZ,Eswatini,2013,Female,3.04,2.57,3.78,3.04 [2.57 – 3.78]
AFR,Africa,KEN,Kenya,2013,Male,3.07,2.39,3.99,3.07 [2.39 – 3.99]
AFR,Africa,COG,Congo,2013,Female,3.08,2.37,3.81,3.08 [2.37 – 3.81]
WPR,Western Pacific,SGP,Singapore,2013,Male,3.15,2.32,4.05,3.15 [2.32 – 4.05]
WPR,Western Pacific,PNG,Papua New Guinea,2013,Male,3.19,2.09,4.45,3.19 [2.09 – 4.45]
AFR,Africa,BFA,Burkina Faso,2013,Female,3.2,2.56,3.88,3.2 [2.56 – 3.88]
EUR,Europe,MLT,Malta,2013,Female,3.21,2.64,3.8,3.21 [2.64 – 3.8]
AMR,Americas,GRD,Grenada,2013,Female,3.22,2.62,3.84,3.22 [2.62 – 3.84]
EUR,Europe,TKM,Turkmenistan,2013,Both sexes,3.23,2.82,3.78,3.23 [2.82 – 3.78]
AFR,Africa,MOZ,Mozambique,2013,Male,3.26,2.24,4.7,3.26 [2.24 – 4.7]
AMR,Americas,ATG,Antigua and Barbuda,2013,Female,3.3,2.68,4.15,3.3 [2.68 – 4.15]
AFR,Africa,NAM,Namibia,2013,Both sexes,3.31,2.63,4.13,3.31 [2.63 – 4.13]
AFR,Africa,RWA,Rwanda,2013,Female,3.35,2.65,4.14,3.35 [2.65 – 4.14]
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2013,Both sexes,3.37,2.34,4.49,3.37 [2.34 – 4.49]
AMR,Americas,SLV,El Salvador,2013,Both sexes,3.39,2.56,4.21,3.39 [2.56 – 4.21]
AFR,Africa,CIV,Côte d’Ivoire,2013,Male,3.41,2.37,4.59,3.41 [2.37 – 4.59]
AFR,Africa,GMB,Gambia,2013,Both sexes,3.41,2.59,4.34,3.41 [2.59 – 4.34]
WPR,Western Pacific,FJI,Fiji,2013,Both sexes,3.43,2.52,4.4,3.43 [2.52 – 4.4]
AFR,Africa,CMR,Cameroon,2013,Female,3.45,2.79,4.09,3.45 [2.79 – 4.09]
WPR,Western Pacific,VUT,Vanuatu,2013,Male,3.47,2.17,4.99,3.47 [2.17 – 4.99]
AMR,Americas,PER,Peru,2013,Female,3.47,2.86,4.17,3.47 [2.86 – 4.17]
AFR,Africa,TGO,Togo,2013,Male,3.49,2.39,4.85,3.49 [2.39 – 4.85]
AFR,Africa,STP,Sao Tome and Principe,2013,Female,3.51,2.8,4.24,3.51 [2.8 – 4.24]
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2013,Female,3.51,2.92,4.2,3.51 [2.92 – 4.2]
EUR,Europe,NOR,Norway,2013,Female,3.52,3.01,4.07,3.52 [3.01 – 4.07]
AFR,Africa,TCD,Chad,2013,Male,3.53,2.04,5.26,3.53 [2.04 – 5.26]
SEAR,South-East Asia,THA,Thailand,2013,Female,3.54,2.99,4.27,3.54 [2.99 – 4.27]
EUR,Europe,ITA,Italy,2013,Female,3.54,3.07,4.24,3.54 [3.07 – 4.24]
AFR,Africa,ZAF,South Africa,2013,Female,3.55,2.95,4.17,3.55 [2.95 – 4.17]
AMR,Americas,HND,Honduras,2013,Both sexes,3.57,2.74,4.42,3.57 [2.74 – 4.42]
AFR,Africa,GHA,Ghana,2013,Both sexes,3.59,2.57,4.7,3.59 [2.57 – 4.7]
AFR,Africa,SYC,Seychelles,2013,Female,3.61,2.82,4.3,3.61 [2.82 – 4.3]
AMR,Americas,URY,Uruguay,2013,Female,3.64,3.1,4.38,3.64 [3.1 – 4.38]
AFR,Africa,ERI,Eritrea,2013,Male,3.65,2.26,5.12,3.65 [2.26 – 5.12]
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2013,Female,3.65,2.99,4.32,3.65 [2.99 – 4.32]
EUR,Europe,TUR,Turkey,2013,Male,3.66,2.58,4.95,3.66 [2.58 – 4.95]
AFR,Africa,TZA,United Republic of Tanzania,2013,Female,3.67,2.98,4.42,3.67 [2.98 – 4.42]
AMR,Americas,BRA,Brazil,2013,Female,3.67,3.09,4.47,3.67 [3.09 – 4.47]
AMR,Americas,DMA,Dominica,2013,Female,3.69,2.94,4.43,3.69 [2.94 – 4.43]
EUR,Europe,ISR,Israel,2013,Both sexes,3.7,2.99,4.6,3.7 [2.99 – 4.6]
EUR,Europe,ISL,Iceland,2013,Female,3.7,3.12,4.32,3.7 [3.12 – 4.32]
AMR,Americas,LCA,Saint Lucia,2013,Female,3.71,3.08,4.5,3.71 [3.08 – 4.5]
EUR,Europe,UZB,Uzbekistan,2013,Male,3.73,3.11,4.63,3.73 [3.11 – 4.63]
WPR,Western Pacific,NIU,Niue,2013,Female,3.73,3.12,4.31,3.73 [3.12 – 4.31]
AFR,Africa,CAF,Central African Republic,2013,Both sexes,3.81,2.59,5.0,3.81 [2.59 – 5]
AMR,Americas,BRB,Barbados,2013,Female,3.82,3.26,4.58,3.82 [3.26 – 4.58]
WPR,Western Pacific,WSM,Samoa,2013,Male,3.88,2.81,5.05,3.88 [2.81 – 5.05]
AFR,Africa,MWI,Malawi,2013,Both sexes,3.92,2.84,5.09,3.92 [2.84 – 5.09]
AMR,Americas,JAM,Jamaica,2013,Both sexes,3.92,2.98,4.91,3.92 [2.98 – 4.91]
AMR,Americas,CRI,Costa Rica,2013,Both sexes,3.94,3.1,4.8,3.94 [3.1 – 4.8]
EUR,Europe,GEO,Georgia,2013,Female,3.94,3.37,4.71,3.94 [3.37 – 4.71]
AFR,Africa,ZMB,Zambia,2013,Both sexes,4.0,3.21,4.81,4 [3.21 – 4.81]
AFR,Africa,BEN,Benin,2013,Male,4.08,2.86,5.44,4.08 [2.86 – 5.44]
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2013,Both sexes,4.16,3.32,5.21,4.16 [3.32 – 5.21]
AMR,Americas,ECU,Ecuador,2013,Both sexes,4.2,3.5,5.08,4.2 [3.5 – 5.08]
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2013,Male,4.22,2.55,4.86,4.22 [2.55 – 4.86]
AFR,Africa,MUS,Mauritius,2013,Both sexes,4.23,2.98,5.05,4.23 [2.98 – 5.05]
WPR,Western Pacific,TUV,Tuvalu,2013,Male,4.24,3.17,5.54,4.24 [3.17 – 5.54]
EUR,Europe,HRV,Croatia,2013,Female,4.27,3.61,5.46,4.27 [3.61 – 5.46]
AMR,Americas,CAN,Canada,2013,Female,4.28,3.65,5.01,4.28 [3.65 – 5.01]
AFR,Africa,GAB,Gabon,2013,Female,4.34,3.49,5.11,4.34 [3.49 – 5.11]
EUR,Europe,ESP,Spain,2013,Female,4.34,3.62,5.08,4.34 [3.62 – 5.08]
EUR,Europe,SWE,Sweden,2013,Female,4.36,3.66,5.11,4.36 [3.66 – 5.11]
WPR,Western Pacific,KIR,Kiribati,2013,Male,4.41,2.0,6.89,4.41 [2 – 6.89]
AFR,Africa,AGO,Angola,2013,Female,4.44,3.79,5.26,4.44 [3.79 – 5.26]
EUR,Europe,SRB,Serbia,2013,Female,4.45,3.79,5.22,4.45 [3.79 – 5.22]
AMR,Americas,HTI,Haiti,2013,Male,4.51,3.65,5.54,4.51 [3.65 – 5.54]
AMR,Americas,BOL,Bolivia (Plurinational State of),2013,Both sexes,4.52,3.55,5.62,4.52 [3.55 – 5.62]
AMR,Americas,USA,United States of America,2013,Female,4.56,3.93,5.34,4.56 [3.93 – 5.34]
AMR,Americas,ARG,Argentina,2013,Female,4.56,3.95,5.41,4.56 [3.95 – 5.41]
AMR,Americas,CHL,Chile,2013,Female,4.6,3.92,5.39,4.6 [3.92 – 5.39]
AMR,Americas,BHS,Bahamas,2013,Both sexes,4.61,2.81,6.49,4.61 [2.81 – 6.49]
WPR,Western Pacific,JPN,Japan,2013,Female,4.61,3.88,5.53,4.61 [3.88 – 5.53]
EUR,Europe,NLD,Netherlands,2013,Female,4.64,3.99,5.34,4.64 [3.99 – 5.34]
EUR,Europe,GRC,Greece,2013,Female,4.65,3.91,5.6,4.65 [3.91 – 5.6]
WPR,Western Pacific,MNG,Mongolia,2013,Female,4.68,3.95,5.51,4.68 [3.95 – 5.51]
EUR,Europe,CYP,Cyprus,2013,Female,4.73,4.0,5.51,4.73 [4 – 5.51]
AMR,Americas,MEX,Mexico,2013,Both sexes,4.76,3.76,6.03,4.76 [3.76 – 6.03]
WPR,Western Pacific,COK,Cook Islands,2013,Female,4.77,3.85,5.85,4.77 [3.85 – 5.85]
WPR,Western Pacific,KOR,Republic of Korea,2013,Female,4.77,3.95,5.64,4.77 [3.95 – 5.64]
WPR,Western Pacific,NRU,Nauru,2013,Both sexes,4.78,3.62,6.02,4.78 [3.62 – 6.02]
AFR,Africa,GNQ,Equatorial Guinea,2013,Female,4.78,3.71,5.22,4.78 [3.71 – 5.22]
AFR,Africa,GNB,Guinea-Bissau,2013,Both sexes,4.81,3.77,5.91,4.81 [3.77 – 5.91]
EUR,Europe,DNK,Denmark,2013,Female,4.81,4.11,5.61,4.81 [4.11 – 5.61]
SEAR,South-East Asia,LKA,Sri Lanka,2013,Male,4.88,4.09,6.1,4.88 [4.09 – 6.1]
AMR,Americas,NIC,Nicaragua,2013,Both sexes,4.95,3.95,6.03,4.95 [3.95 – 6.03]
AFR,Africa,SLE,Sierra Leone,2013,Both sexes,4.97,3.69,6.29,4.97 [3.69 – 6.29]
EUR,Europe,ARM,Armenia,2013,Both sexes,4.97,4.02,6.06,4.97 [4.02 – 6.06]
EUR,Europe,LVA,Latvia,2013,Female,4.98,4.23,6.27,4.98 [4.23 – 6.27]
WPR,Western Pacific,FSM,Micronesia (Federated States of),2013,Male,5.01,3.55,6.39,5.01 [3.55 – 6.39]
AFR,Africa,LSO,Lesotho,2013,Both sexes,5.02,3.87,6.29,5.02 [3.87 – 6.29]
EUR,Europe,AND,Andorra,2013,Female,5.08,4.22,5.68,5.08 [4.22 – 5.68]
EUR,Europe,KAZ,Kazakhstan,2013,Both sexes,5.1,4.04,6.22,5.1 [4.04 – 6.22]
EUR,Europe,PRT,Portugal,2013,Female,5.17,4.41,6.18,5.17 [4.41 – 6.18]
EUR,Europe,BGR,Bulgaria,2013,Female,5.18,4.48,6.09,5.18 [4.48 – 6.09]
AFR,Africa,ZWE,Zimbabwe,2013,Both sexes,5.24,4.26,6.33,5.24 [4.26 – 6.33]
WPR,Western Pacific,NZL,New Zealand,2013,Female,5.24,4.57,6.07,5.24 [4.57 – 6.07]
SEAR,South-East Asia,IND,India,2013,Both sexes,5.25,3.95,6.62,5.25 [3.95 – 6.62]
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2013,Female,5.3,4.63,6.09,5.3 [4.63 – 6.09]
AMR,Americas,COL,Colombia,2013,Both sexes,5.39,4.36,6.47,5.39 [4.36 – 6.47]
EUR,Europe,SVK,Slovakia,2013,Female,5.41,4.64,6.39,5.41 [4.64 – 6.39]
AFR,Africa,LBR,Liberia,2013,Both sexes,5.42,4.15,6.64,5.42 [4.15 – 6.64]
EUR,Europe,FIN,Finland,2013,Female,5.46,4.73,6.28,5.46 [4.73 – 6.28]
EUR,Europe,MNE,Montenegro,2013,Female,5.48,4.69,6.38,5.48 [4.69 – 6.38]
EUR,Europe,TKM,Turkmenistan,2013,Male,5.5,4.83,6.47,5.5 [4.83 – 6.47]
EUR,Europe,HUN,Hungary,2013,Female,5.51,4.77,6.52,5.51 [4.77 – 6.52]
EUR,Europe,POL,Poland,2013,Female,5.53,4.74,6.57,5.53 [4.74 – 6.57]
WPR,Western Pacific,AUS,Australia,2013,Female,5.58,4.77,6.44,5.58 [4.77 – 6.44]
AFR,Africa,NAM,Namibia,2013,Male,5.59,4.49,7.1,5.59 [4.49 – 7.1]
EUR,Europe,SVN,Slovenia,2013,Female,5.59,4.68,6.48,5.59 [4.68 – 6.48]
EUR,Europe,CHE,Switzerland,2013,Female,5.59,4.83,6.4,5.59 [4.83 – 6.4]
AMR,Americas,CUB,Cuba,2013,Both sexes,5.62,4.56,6.76,5.62 [4.56 – 6.76]
EUR,Europe,BEL,Belgium,2013,Female,5.64,4.91,6.51,5.64 [4.91 – 6.51]
AFR,Africa,GHA,Ghana,2013,Male,5.65,4.04,7.41,5.65 [4.04 – 7.41]
WPR,Western Pacific,FJI,Fiji,2013,Male,5.65,4.12,7.17,5.65 [4.12 – 7.17]
AMR,Americas,SLV,El Salvador,2013,Male,5.7,4.48,7.39,5.7 [4.48 – 7.39]
AFR,Africa,NGA,Nigeria,2013,Both sexes,5.75,4.58,6.92,5.75 [4.58 – 6.92]
EUR,Europe,ROU,Romania,2013,Female,5.75,4.89,6.77,5.75 [4.89 – 6.77]
AMR,Americas,HND,Honduras,2013,Male,5.76,4.46,7.18,5.76 [4.46 – 7.18]
AFR,Africa,GMB,Gambia,2013,Male,5.8,4.49,7.55,5.8 [4.49 – 7.55]
AFR,Africa,UGA,Uganda,2013,Female,5.8,4.91,7.01,5.8 [4.91 – 7.01]
EUR,Europe,ISR,Israel,2013,Male,5.81,4.74,7.28,5.81 [4.74 – 7.28]
EUR,Europe,UKR,Ukraine,2013,Female,5.88,4.99,7.13,5.88 [4.99 – 7.13]
WPR,Western Pacific,KHM,Cambodia,2013,Both sexes,5.89,4.45,7.36,5.89 [4.45 – 7.36]
EUR,Europe,FRA,France,2013,Female,5.92,5.1,6.92,5.92 [5.1 – 6.92]
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2013,Both sexes,5.95,4.51,7.42,5.95 [4.51 – 7.42]
EUR,Europe,RUS,Russian Federation,2013,Female,5.96,5.16,7.12,5.96 [5.16 – 7.12]
AMR,Americas,GUY,Guyana,2013,Both sexes,5.97,5.05,7.03,5.97 [5.05 – 7.03]
EUR,Europe,AUT,Austria,2013,Female,6.0,5.23,6.98,6 [5.23 – 6.98]
EUR,Europe,IRL,Ireland,2013,Female,6.01,5.21,6.9,6.01 [5.21 – 6.9]
AMR,Americas,KNA,Saint Kitts and Nevis,2013,Both sexes,6.1,4.52,7.69,6.1 [4.52 – 7.69]
AFR,Africa,CAF,Central African Republic,2013,Male,6.15,4.23,8.18,6.15 [4.23 – 8.18]
EUR,Europe,ALB,Albania,2013,Both sexes,6.19,5.02,7.48,6.19 [5.02 – 7.48]
AFR,Africa,BWA,Botswana,2013,Both sexes,6.21,5.27,7.22,6.21 [5.27 – 7.22]
EUR,Europe,DEU,Germany,2013,Female,6.22,5.38,7.24,6.22 [5.38 – 7.24]
AMR,Americas,DOM,Dominican Republic,2013,Both sexes,6.23,5.09,7.33,6.23 [5.09 – 7.33]
EUR,Europe,LUX,Luxembourg,2013,Female,6.23,5.2,7.21,6.23 [5.2 – 7.21]
AMR,Americas,CRI,Costa Rica,2013,Male,6.28,4.96,7.67,6.28 [4.96 – 7.67]
AFR,Africa,CPV,Cabo Verde,2013,Both sexes,6.29,5.03,7.48,6.29 [5.03 – 7.48]
WPR,Western Pacific,VNM,Viet Nam,2013,Both sexes,6.3,4.64,7.91,6.3 [4.64 – 7.91]
AMR,Americas,JAM,Jamaica,2013,Male,6.31,4.84,7.92,6.31 [4.84 – 7.92]
AMR,Americas,ECU,Ecuador,2013,Male,6.42,5.36,7.77,6.42 [5.36 – 7.77]
AMR,Americas,TTO,Trinidad and Tobago,2013,Both sexes,6.47,5.47,7.63,6.47 [5.47 – 7.63]
AFR,Africa,MWI,Malawi,2013,Male,6.5,4.76,8.53,6.5 [4.76 – 8.53]
AFR,Africa,ZMB,Zambia,2013,Male,6.52,5.27,7.92,6.52 [5.27 – 7.92]
AMR,Americas,VCT,Saint Vincent and the Grenadines,2013,Both sexes,6.55,5.49,7.76,6.55 [5.49 – 7.76]
EUR,Europe,KGZ,Kyrgyzstan,2013,Both sexes,6.63,5.31,8.03,6.63 [5.31 – 8.03]
EUR,Europe,BLR,Belarus,2013,Female,6.64,6.0,7.88,6.64 [6 – 7.88]
EUR,Europe,MDA,Republic of Moldova,2013,Female,6.69,5.77,8.06,6.69 [5.77 – 8.06]
AMR,Americas,SUR,Suriname,2013,Both sexes,6.75,5.57,7.91,6.75 [5.57 – 7.91]
AFR,Africa,MUS,Mauritius,2013,Male,6.78,4.78,8.11,6.78 [4.78 – 8.11]
EUR,Europe,CZE,Czechia,2013,Female,6.81,5.89,7.89,6.81 [5.89 – 7.89]
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2013,Male,6.89,5.56,8.66,6.89 [5.56 – 8.66]
AMR,Americas,BOL,Bolivia (Plurinational State of),2013,Male,6.93,5.47,8.61,6.93 [5.47 – 8.61]
AMR,Americas,PRY,Paraguay,2013,Both sexes,7.0,5.68,8.32,7 [5.68 – 8.32]
WPR,Western Pacific,PHL,Philippines,2013,Both sexes,7.03,5.47,8.4,7.03 [5.47 – 8.4]
AMR,Americas,PAN,Panama,2013,Both sexes,7.11,5.86,8.4,7.11 [5.86 – 8.4]
EUR,Europe,BIH,Bosnia and Herzegovina,2013,Both sexes,7.15,5.73,8.62,7.15 [5.73 – 8.62]
WPR,Western Pacific,CHN,China,2013,Both sexes,7.15,5.88,8.5,7.15 [5.88 – 8.5]
AFR,Africa,COG,Congo,2013,Both sexes,7.16,5.5,8.72,7.16 [5.5 – 8.72]
AMR,Americas,BLZ,Belize,2013,Both sexes,7.18,5.73,8.7,7.18 [5.73 – 8.7]
EUR,Europe,MLT,Malta,2013,Both sexes,7.19,5.92,8.42,7.19 [5.92 – 8.42]
AMR,Americas,PER,Peru,2013,Both sexes,7.21,6.0,8.52,7.21 [6 – 8.52]
AFR,Africa,BDI,Burundi,2013,Both sexes,7.27,5.8,8.83,7.27 [5.8 – 8.83]
EUR,Europe,EST,Estonia,2013,Female,7.28,6.14,9.03,7.28 [6.14 – 9.03]
EUR,Europe,NOR,Norway,2013,Both sexes,7.28,6.31,8.38,7.28 [6.31 – 8.38]
AMR,Americas,ATG,Antigua and Barbuda,2013,Both sexes,7.33,5.79,9.04,7.33 [5.79 – 9.04]
AMR,Americas,BHS,Bahamas,2013,Male,7.34,4.57,10.53,7.34 [4.57 – 10.53]
AMR,Americas,URY,Uruguay,2013,Both sexes,7.51,6.26,8.86,7.51 [6.26 – 8.86]
AMR,Americas,MEX,Mexico,2013,Male,7.68,6.17,9.86,7.68 [6.17 – 9.86]
EUR,Europe,ITA,Italy,2013,Both sexes,7.82,6.65,9.19,7.82 [6.65 – 9.19]
EUR,Europe,ISL,Iceland,2013,Both sexes,7.83,6.69,9.2,7.83 [6.69 – 9.2]
AMR,Americas,GRD,Grenada,2013,Both sexes,7.97,6.56,9.5,7.97 [6.56 – 9.5]
AFR,Africa,SWZ,Eswatini,2013,Both sexes,8.06,6.66,9.59,8.06 [6.66 – 9.59]
WPR,Western Pacific,NRU,Nauru,2013,Male,8.08,6.16,10.23,8.08 [6.16 – 10.23]
